session_id	ts	article	choice	query	question
06c4546d44361828	2017-08-08T22:18:13Z	Tinker, Tailor	timeout	sailor soldier tinker spy	If someone searched for '...', would they want to read this article?
967dfacee7006489	2017-08-08T22:19:01Z	Super Why!	no	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
f9ed46c523b960f5	2017-08-08T22:19:04Z	The Stars and Stripes Forever	timeout	star and stripes	If you searched for '...', would this article be relevant?
7efd5c17ac46da7d	2017-08-08T22:19:27Z	Fewer vs. less	timeout	10 items or fewer	If you searched for '...', would this article be a good result?
a99ff0fd84d62371	2017-08-08T22:20:24Z	Stripes (film)	no	star and stripes	If someone searched for '...', would they want to read this article?
f1eaa797f0b9e0cf	2017-08-08T22:21:30Z	The Kids from Room 402	timeout	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
d4fa02778f89e8a0	2017-08-08T22:22:51Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
3d43895c55f3324d	2017-08-08T22:23:40Z	Barney & Friends	no	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
e3dc0fd6f7de2c9b	2017-08-08T22:24:21Z	Genius (website)	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
45a890005dfc871f	2017-08-08T22:24:30Z	Genius	no	what is a genius iq?	If you searched for '...', would this article be relevant?
63e3357eeddf644c	2017-08-08T22:26:58Z	V for Vendetta (film)	timeout	who is v for vendetta?	If you searched for '...', would this article be relevant?
4b129d0e777d6574	2017-08-08T22:27:31Z	Barney & Friends	no	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
54f22458c77c86ba	2017-08-08T22:29:30Z	Ian Bannen	timeout	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
10e3da9fd1994f47	2017-08-08T22:31:28Z	Super Why!	timeout	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
75b5d2f84d7d9cb2	2017-08-08T22:32:39Z	IQ classification	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
9442ce98193fc15e	2017-08-08T22:33:24Z	Super Why!	timeout	why is a baby goat a kid?	Would you click on this page when searching for '...'?
2d658cd0411c6662	2017-08-08T22:34:41Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
36b9a482d1a0d638	2017-08-08T22:35:42Z	Genius	yes	what is a genius iq?	If you searched for '...', would this article be relevant?
192ab6d000c11228	2017-08-08T22:36:33Z	Search engine marketing	timeout	search engine	If you searched for '...', would this article be relevant?
7cd6af54a0dbeaae	2017-08-08T22:37:09Z	Barney & Friends	no	why is a baby goat a kid?	Would you click on this page when searching for '...'?
230bc765a32c2741	2017-08-08T22:38:24Z	Web search engine	timeout	search engine	If you searched for '...', would this article be a good result?
2d547e8143b7e9fb	2017-08-08T22:39:37Z	Blockbuster	timeout	block buster	Would you click on this page when searching for '...'?
77f577465022be5a	2017-08-08T22:40:02Z	List of search engines	timeout	search engine	If someone searched for '...', would they want to read this article?
30d944ec52964dda	2017-08-08T22:40:37Z	IQ classification	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
21de6dccab286deb	2017-08-08T22:41:33Z	Tinker, Tailor	timeout	sailor soldier tinker spy	If someone searched for '...', would they want to read this article?
e215a6926b39d890	2017-08-08T22:42:44Z	Genius (website)	timeout	what is a genius iq?	If you searched for '...', would this article be a good result?
4daa1def39115b45	2017-08-08T22:46:36Z	Super Why!	timeout	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
c41e384c4ab7249a	2017-08-08T22:47:11Z	Stripes (film)	timeout	star and stripes	If you searched for '...', would this article be a good result?
437ee6592e7ffbd8	2017-08-08T22:48:42Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
6206c82f2179148a	2017-08-08T22:48:50Z	Diss (music)	no	yesterday beetles	If someone searched for '...', would they want to read this article?
013a881738ec0dbc	2017-08-08T22:50:25Z	Tinker, Tailor	timeout	sailor soldier tinker spy	Would you click on this page when searching for '...'?
cc879ae86fb2a34c	2017-08-08T22:50:42Z	Genius (website)	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
3d3685a20ee3291d	2017-08-08T22:51:11Z	Buster Keaton	timeout	block buster	If someone searched for '...', would they want to read this article?
1e62728925061aec	2017-08-08T22:51:55Z	Ian Bannen	no	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
31fc706011733403	2017-08-08T22:51:58Z	Super Why!	no	why is a baby goat a kid?	Would you click on this page when searching for '...'?
87d0264e1674aa2a	2017-08-08T22:52:39Z	Ian Bannen	yes	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
d3bdae3033be2511	2017-08-08T22:53:44Z	Fewer vs. less	timeout	10 items or fewer	If you searched for '...', would this article be relevant?
4685ed8533b840cd	2017-08-08T22:53:58Z	V for Vendetta (film)	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
f9f80a4235020e91	2017-08-08T22:54:00Z	V (comics)	timeout	who is v for vendetta?	If someone searched for '...', would they want to read this article?
ba01142d548d4727	2017-08-08T22:54:10Z	Tinker Tailor Soldier Spy	yes	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
d8bcb7825e61054c	2017-08-08T22:55:52Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
ba01142d548d4727	2017-08-08T22:55:54Z	Tinker, Tailor	timeout	sailor soldier tinker spy	Would you click on this page when searching for '...'?
2fb81741c81429f1	2017-08-08T22:57:01Z	Flower	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
95ec4c7e4bc556ff	2017-08-08T22:57:17Z	Tinker, Tailor	no	sailor soldier tinker spy	Would you click on this page when searching for '...'?
f9411cdc711df1c7	2017-08-08T22:57:22Z	V for Vendetta	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
5a53a90929dccf67	2017-08-08T22:57:34Z	Goat	timeout	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
95ec4c7e4bc556ff	2017-08-08T22:57:59Z	Tinker, Tailor	no	sailor soldier tinker spy	If someone searched for '...', would they want to read this article?
83e4fc273771a524	2017-08-08T22:58:50Z	Buster Keaton	no	block buster	Would you click on this page when searching for '...'?
2a440ad19f0fa03e	2017-08-08T22:59:30Z	Diss (music)	timeout	yesterday beetles	Would you click on this page when searching for '...'?
dff1cde3a50ac6a8	2017-08-08T23:01:00Z	Web search engine	no	search engine	If someone searched for '...', would they want to read this article?
41d1b4d74c11a812	2017-08-08T23:01:17Z	Item 47	timeout	10 items or fewer	If you searched for '...', would this article be relevant?
e5c031bdfb0647b9	2017-08-08T23:01:18Z	Fewer vs. less	no	10 items or fewer	If you searched for '...', would this article be a good result?
ba075ccc4b0a068c	2017-08-08T23:01:28Z	List of search engines	timeout	search engine	Would you click on this page when searching for '...'?
5e8291093f83181f	2017-08-08T23:01:48Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
173215b45d233606	2017-08-08T23:02:14Z	10-foot user interface	timeout	10 items or fewer	If you searched for '...', would this article be relevant?
d8bcb7825e61054c	2017-08-08T23:03:31Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
19217d397e473c32	2017-08-08T23:07:26Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
867eb48eef34e02e	2017-08-08T23:07:38Z	Web search engine	yes	search engine	If someone searched for '...', would they want to read this article?
8fcf56c4e2617a5d	2017-08-08T23:08:40Z	Flowers in the Attic (1987 film)	no	how do flowers bloom?	If someone searched for '...', would they want to read this article?
2173aa150c3fd03a	2017-08-08T23:09:22Z	Stripes (film)	timeout	star and stripes	If someone searched for '...', would they want to read this article?
fb4f17c652f8c3e8	2017-08-08T23:09:46Z	Flowers in the Attic	no	how do flowers bloom?	Would you click on this page when searching for '...'?
5e8291093f83181f	2017-08-08T23:09:49Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
cede89df7bfce127	2017-08-08T23:13:06Z	Fewer vs. less	timeout	10 items or fewer	If someone searched for '...', would they want to read this article?
8c38052509eeae55	2017-08-08T23:13:40Z	Diss (music)	timeout	yesterday beetles	If you searched for '...', would this article be a good result?
afd4f6bb160688fd	2017-08-08T23:14:13Z	Buster Keaton	timeout	block buster	Would you click on this page when searching for '...'?
15fee64d93aaaa3d	2017-08-08T23:14:45Z	List of search engines	timeout	search engine	If you searched for '...', would this article be a good result?
f477b147b8a7fa02	2017-08-08T23:16:14Z	Search engine marketing	timeout	search engine	Would you click on this page when searching for '...'?
f8747ce9604f9153	2017-08-08T23:16:22Z	V for Vendetta	no	who is v for vendetta?	If you searched for '...', would this article be a good result?
352f839c5ecd9b8e	2017-08-08T23:17:26Z	Web search engine	timeout	search engine	If you searched for '...', would this article be a good result?
997f87a71570c00f	2017-08-08T23:18:09Z	Private language argument	timeout	yesterday beetles	If you searched for '...', would this article be a good result?
3e7493a0b2bb3e20	2017-08-08T23:18:47Z	Stripes (film)	timeout	star and stripes	Would you click on this page when searching for '...'?
a94ac57a453797df	2017-08-08T23:20:19Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
58fe6a9a4672978c	2017-08-08T23:20:28Z	Barney & Friends	no	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
91404b237602524c	2017-08-08T23:20:53Z	V for Vendetta	timeout	who is v for vendetta?	If you searched for '...', would this article be relevant?
482cec23ec3c842f	2017-08-08T23:20:56Z	Blanket of Secrecy	timeout	sailor soldier tinker spy	Would you click on this page when searching for '...'?
7d4df04ed66ba34a	2017-08-08T23:23:15Z	Private language argument	dismiss	yesterday beetles	If you searched for '...', would this article be a good result?
3fe4503c6d6a3d9b	2017-08-08T23:24:00Z	V (comics)	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
3be38b69ab5c55a8	2017-08-08T23:28:51Z	V for Vendetta	yes	who is v for vendetta?	If someone searched for '...', would they want to read this article?
73b039470960fd66	2017-08-08T23:29:26Z	Super Why!	timeout	why is a baby goat a kid?	Would you click on this page when searching for '...'?
74fde1d859cb495e	2017-08-08T23:29:27Z	Diss (music)	no	yesterday beetles	If someone searched for '...', would they want to read this article?
70bbc4dd99edd533	2017-08-08T23:30:51Z	The Stars and Stripes Forever	timeout	star and stripes	Would you click on this page when searching for '...'?
d68c0e3f9d9ed826	2017-08-08T23:32:00Z	Ian Bannen	yes	sailor soldier tinker spy	Would you click on this page when searching for '...'?
9c27165b5e3605ed	2017-08-08T23:33:27Z	V for Vendetta (film)	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
0a94d27cd82aaa87	2017-08-08T23:36:37Z	Diss (music)	no	yesterday beetles	Would you click on this page when searching for '...'?
45573f4ac058153b	2017-08-08T23:37:27Z	High IQ society	yes	what is a genius iq?	Would you click on this page when searching for '...'?
cb253effab64fabd	2017-08-08T23:37:53Z	Web search engine	timeout	search engine	Would you click on this page when searching for '...'?
d85b27815ac7b649	2017-08-08T23:37:53Z	List of search engines	timeout	search engine	If you searched for '...', would this article be relevant?
60bbd3fe771f1645	2017-08-08T23:38:57Z	Barney & Friends	no	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
ed9601152fabe12b	2017-08-08T23:39:33Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If you searched for '...', would this article be a good result?
74177b058a018613	2017-08-08T23:40:38Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
e8a24ed6cef0bf00	2017-08-08T23:41:09Z	Search engine marketing	timeout	search engine	If you searched for '...', would this article be a good result?
a63365f27d95ac3b	2017-08-08T23:43:17Z	Ian Bannen	timeout	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
74177b058a018613	2017-08-08T23:44:14Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	Would you click on this page when searching for '...'?
b801ce73c087617c	2017-08-08T23:44:43Z	Search engine marketing	timeout	search engine	If you searched for '...', would this article be relevant?
8f99acf57ec739eb	2017-08-08T23:46:17Z	Super Why!	timeout	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
deb3fc89ea9690af	2017-08-08T23:46:26Z	Flowers in the Attic (1987 film)	no	how do flowers bloom?	If you searched for '...', would this article be relevant?
17091825d28012bc	2017-08-08T23:47:35Z	V (comics)	timeout	who is v for vendetta?	If you searched for '...', would this article be relevant?
74177b058a018613	2017-08-08T23:47:55Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
4df8ba851c5da977	2017-08-08T23:48:21Z	IQ classification	yes	what is a genius iq?	If you searched for '...', would this article be relevant?
0010ae1700c3a035	2017-08-08T23:49:11Z	Fewer vs. less	timeout	10 items or fewer	Would you click on this page when searching for '...'?
a178076cf008fef2	2017-08-08T23:50:22Z	Tinker, Tailor	timeout	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
f55e7e2895cd6d5d	2017-08-08T23:50:41Z	Barney & Friends	no	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
60075b928c5dc013	2017-08-08T23:50:51Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
6458a170544d26ef	2017-08-08T23:51:30Z	V for Vendetta (film)	timeout	who is v for vendetta?	If you searched for '...', would this article be relevant?
3d965b23ccef0cce	2017-08-08T23:51:56Z	Diss (music)	timeout	yesterday beetles	Would you click on this page when searching for '...'?
e96c5c1c1d6d643f	2017-08-08T23:52:01Z	Diss (music)	timeout	yesterday beetles	Would you click on this page when searching for '...'?
cb6bb94d690193dd	2017-08-08T23:52:05Z	V for Vendetta (film)	yes	who is v for vendetta?	If someone searched for '...', would they want to read this article?
1353f923f6134be4	2017-08-08T23:52:45Z	Fewer vs. less	no	10 items or fewer	If someone searched for '...', would they want to read this article?
0548d516028dd19c	2017-08-08T23:52:50Z	Ian Bannen	timeout	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
9c4ff3b4de7a803a	2017-08-08T23:54:05Z	Search engine optimization	timeout	search engine	Would you click on this page when searching for '...'?
f44ca91806c7f3ab	2017-08-08T23:56:13Z	Diss (music)	timeout	yesterday beetles	Would you click on this page when searching for '...'?
fb4f17c652f8c3e8	2017-08-08T23:56:28Z	Flowers in the Attic	no	how do flowers bloom?	Would you click on this page when searching for '...'?
7db3320148ecdd08	2017-08-08T23:57:07Z	Diss (music)	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
a178076cf008fef2	2017-08-08T23:57:30Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	Would you click on this page when searching for '...'?
79598de1559ad70d	2017-08-08T23:57:37Z	Item 47	timeout	10 items or fewer	Would you click on this page when searching for '...'?
db36d08828204e77	2017-08-08T23:59:14Z	Barney & Friends	timeout	why is a baby goat a kid?	Would you click on this page when searching for '...'?
1583827a67d6c186	2017-08-08T23:59:21Z	Barney & Friends	no	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
8f779dcf539b246a	2017-08-09T00:00:00Z	V for Vendetta (film)	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
51f9e221cd932f77	2017-08-09T00:00:38Z	The Stars and Stripes Forever	timeout	star and stripes	If you searched for '...', would this article be relevant?
1b871483e663b460	2017-08-09T00:02:44Z	Fewer vs. less	timeout	10 items or fewer	If you searched for '...', would this article be relevant?
e1a543089f20418c	2017-08-09T00:03:20Z	List of V for Vendetta characters	yes	who is v for vendetta?	If someone searched for '...', would they want to read this article?
8fcf56c4e2617a5d	2017-08-09T00:04:08Z	Flowers in the Attic (1987 film)	no	how do flowers bloom?	Would you click on this page when searching for '...'?
910c37d826e843c8	2017-08-09T00:04:20Z	Web search engine	timeout	search engine	If someone searched for '...', would they want to read this article?
fea61cbe378fd2f0	2017-08-09T00:05:20Z	Ian Bannen	yes	sailor soldier tinker spy	If someone searched for '...', would they want to read this article?
310621591840fe27	2017-08-09T00:05:23Z	List of search engines	timeout	search engine	Would you click on this page when searching for '...'?
b4ff36428c8f3f3a	2017-08-09T00:05:51Z	Super Why!	no	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
7d35cabe348cd193	2017-08-09T00:07:17Z	High IQ society	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
51c4a2b85e92da11	2017-08-09T00:07:28Z	Diss (music)	no	yesterday beetles	If you searched for '...', would this article be a good result?
7eff7d9f43085cfd	2017-08-09T00:07:53Z	Goat	timeout	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
0f346f280d814bcc	2017-08-09T00:08:58Z	Magic item (Dungeons & Dragons)	timeout	10 items or fewer	If you searched for '...', would this article be relevant?
b4e70d53eb8d4cca	2017-08-09T00:09:01Z	Private language argument	no	yesterday beetles	Would you click on this page when searching for '...'?
51f9e221cd932f77	2017-08-09T00:09:24Z	The Stars and Stripes Forever	timeout	star and stripes	If someone searched for '...', would they want to read this article?
f90d04b448f60ce4	2017-08-09T00:09:43Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
81a3d92ff64114b8	2017-08-09T00:10:18Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
3faaa54dd0b4e36b	2017-08-09T00:11:24Z	Fewer vs. less	timeout	10 items or fewer	If you searched for '...', would this article be a good result?
94111c2377e8f572	2017-08-09T00:11:38Z	Diss (music)	no	yesterday beetles	If someone searched for '...', would they want to read this article?
5e8cb877a163687c	2017-08-09T00:15:33Z	V (comics)	no	who is v for vendetta?	If someone searched for '...', would they want to read this article?
fafade14879cf34e	2017-08-09T00:16:54Z	Tinker, Tailor	timeout	sailor soldier tinker spy	Would you click on this page when searching for '...'?
853811957c8d5224	2017-08-09T00:16:59Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If someone searched for '...', would they want to read this article?
78fd359fb9f5893e	2017-08-09T00:17:13Z	Barney & Friends	timeout	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
51f9e221cd932f77	2017-08-09T00:19:32Z	The Stars and Stripes Forever	timeout	star and stripes	Would you click on this page when searching for '...'?
02dc77fa32864052	2017-08-09T00:23:32Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
2167b1d72627f451	2017-08-09T00:23:49Z	Super Why!	timeout	why is a baby goat a kid?	Would you click on this page when searching for '...'?
5fcc6df05d332e0f	2017-08-09T00:24:45Z	Magic item (Dungeons & Dragons)	timeout	10 items or fewer	If someone searched for '...', would they want to read this article?
96edee843e938dd8	2017-08-09T00:24:51Z	Ian Bannen	timeout	sailor soldier tinker spy	If someone searched for '...', would they want to read this article?
4ce3ec3dce870cc0	2017-08-09T00:26:12Z	Diss (music)	no	yesterday beetles	If you searched for '...', would this article be relevant?
4ce3ec3dce870cc0	2017-08-09T00:27:15Z	Diss (music)	no	yesterday beetles	If you searched for '...', would this article be relevant?
4ce3ec3dce870cc0	2017-08-09T00:27:43Z	Diss (music)	no	yesterday beetles	Would you click on this page when searching for '...'?
e6648ffa3615e692	2017-08-09T00:28:38Z	Genius (website)	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
ac6f49f46c503bab	2017-08-09T00:28:46Z	Stripes (film)	no	star and stripes	If you searched for '...', would this article be relevant?
a16b22d18e27cfe6	2017-08-09T00:31:13Z	Flower	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
4ff92013c56e9ac5	2017-08-09T00:31:54Z	Private language argument	no	yesterday beetles	If someone searched for '...', would they want to read this article?
5357db1bc2c8f246	2017-08-09T00:33:11Z	Super Why!	no	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
5357db1bc2c8f246	2017-08-09T00:33:38Z	Super Why!	no	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
5357db1bc2c8f246	2017-08-09T00:34:05Z	Super Why!	no	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
5357db1bc2c8f246	2017-08-09T00:34:10Z	Super Why!	no	why is a baby goat a kid?	Would you click on this page when searching for '...'?
5357db1bc2c8f246	2017-08-09T00:34:18Z	Super Why!	no	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
5456209196583d4a	2017-08-09T00:34:30Z	Thymaridas	no	how do flowers bloom?	Would you click on this page when searching for '...'?
05384a9aa29f8271	2017-08-09T00:34:52Z	Barney & Friends	no	why is a baby goat a kid?	Would you click on this page when searching for '...'?
221392d3cb131ce2	2017-08-09T00:35:09Z	The Kids from Room 402	timeout	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
83d4e3ce77a20892	2017-08-09T00:35:11Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
11dbb3ac80475073	2017-08-09T00:35:20Z	Goat	timeout	why is a baby goat a kid?	Would you click on this page when searching for '...'?
4f3282651f28b772	2017-08-09T00:36:39Z	Fewer vs. less	timeout	10 items or fewer	Would you click on this page when searching for '...'?
66805384aeb11199	2017-08-09T00:37:08Z	Super Why!	no	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
7c3dfa5ce60c6492	2017-08-09T00:39:10Z	Tinker, Tailor	yes	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
c2e7e9efb749e5c4	2017-08-09T00:39:51Z	Super Why!	timeout	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
42ecd533f509aba0	2017-08-09T00:39:59Z	Barney & Friends	timeout	why is a baby goat a kid?	Would you click on this page when searching for '...'?
b75af407a2c8421f	2017-08-09T00:40:04Z	Genius (website)	yes	what is a genius iq?	If someone searched for '...', would they want to read this article?
7f4447e8a3d72513	2017-08-09T00:40:45Z	Search engine marketing	timeout	search engine	If you searched for '...', would this article be a good result?
fa0a7cf08818f2d5	2017-08-09T00:42:28Z	Barney & Friends	timeout	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
7e6a4af9a8e54563	2017-08-09T00:44:05Z	Diss (music)	timeout	yesterday beetles	If someone searched for '...', would they want to read this article?
bdc6edacc45169c8	2017-08-09T00:45:55Z	The Stars and Stripes Forever	timeout	star and stripes	If someone searched for '...', would they want to read this article?
0b8a11f8cee5ec08	2017-08-09T00:45:58Z	Goat	timeout	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
37501d0f6a3e0ffb	2017-08-09T00:46:13Z	Tinker Tailor Soldier Spy	yes	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
a4dc4c6302427df1	2017-08-09T00:48:52Z	The Stars and Stripes Forever	timeout	star and stripes	If you searched for '...', would this article be a good result?
6879734d05d70c97	2017-08-09T00:49:16Z	V for Vendetta (film)	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
c2e7e9efb749e5c4	2017-08-09T00:49:38Z	Super Why!	timeout	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
79a84bd008204557	2017-08-09T00:49:47Z	IQ classification	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
5f8dfb148ab009c8	2017-08-09T00:51:26Z	The White Stripes	no	star and stripes	If you searched for '...', would this article be a good result?
c92170b59a1f9ce2	2017-08-09T00:52:12Z	Super Why!	no	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
36deae7d8776a097	2017-08-09T00:53:40Z	V for Vendetta (film)	yes	who is v for vendetta?	If you searched for '...', would this article be relevant?
8b552070cb99a5d1	2017-08-09T00:54:20Z	Flowers in the Attic	no	how do flowers bloom?	If you searched for '...', would this article be a good result?
9d8a102a1b49cdec	2017-08-09T00:54:26Z	Block Buster!	timeout	block buster	If you searched for '...', would this article be a good result?
8075bd018e9989c7	2017-08-09T00:55:06Z	V for Vendetta (film)	no	who is v for vendetta?	If someone searched for '...', would they want to read this article?
2aa0430a54d239c0	2017-08-09T00:55:33Z	The Stars and Stripes Forever	timeout	star and stripes	If you searched for '...', would this article be relevant?
7237b4b5d1b4a276	2017-08-09T00:55:39Z	Diss (music)	timeout	yesterday beetles	Would you click on this page when searching for '...'?
4bd91c4a2509eb3b	2017-08-09T00:55:41Z	Tinker, Tailor	timeout	sailor soldier tinker spy	Would you click on this page when searching for '...'?
d3238c32107f70ff	2017-08-09T00:56:16Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
dc1462eadeec458a	2017-08-09T01:00:35Z	Super Why!	no	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
5727873fc7fb1900	2017-08-09T01:02:22Z	Barney & Friends	timeout	why is a baby goat a kid?	Would you click on this page when searching for '...'?
9d8a4b9aed0f7671	2017-08-09T01:02:57Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
cd26491fab07b11c	2017-08-09T01:03:07Z	Flowers in the Attic	no	how do flowers bloom?	If you searched for '...', would this article be relevant?
c8e73add55887561	2017-08-09T01:03:24Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
b288e916bcbfea58	2017-08-09T01:03:29Z	Stripes (film)	no	star and stripes	Would you click on this page when searching for '...'?
9e11b7a5b2036f5c	2017-08-09T01:03:36Z	High IQ society	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
6940cc9517eefd76	2017-08-09T01:03:38Z	List of search engines	timeout	search engine	If you searched for '...', would this article be a good result?
b669e62d96ce987b	2017-08-09T01:04:24Z	List of search engines	no	search engine	If you searched for '...', would this article be relevant?
b288e916bcbfea58	2017-08-09T01:05:12Z	Stripes (film)	no	star and stripes	Would you click on this page when searching for '...'?
4590eb2815a15996	2017-08-09T01:05:30Z	Diss (music)	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
bb2761b95d4e7ec5	2017-08-09T01:05:46Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
6bab60f50e019f0b	2017-08-09T01:08:11Z	Tinker Tailor Soldier Spy	yes	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
d58fbe0d0be7e2b4	2017-08-09T01:08:33Z	Search engine optimization	timeout	search engine	If you searched for '...', would this article be relevant?
12bfcb603f4de8c6	2017-08-09T01:08:52Z	Genius (website)	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
2048d2edb9e6c0cf	2017-08-09T01:09:24Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
c8b7dd39a75ca4ca	2017-08-09T01:09:26Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	Would you click on this page when searching for '...'?
2288a9b9c2ca2930	2017-08-09T01:10:16Z	IQ classification	timeout	what is a genius iq?	If you searched for '...', would this article be a good result?
2ee2a156965d409f	2017-08-09T01:10:23Z	High IQ society	no	what is a genius iq?	Would you click on this page when searching for '...'?
2db963b6651a39e5	2017-08-09T01:10:53Z	The Collected Stories of Philip K. Dick	no	yesterday beetles	If you searched for '...', would this article be relevant?
6ec3cfe48f473389	2017-08-09T01:11:01Z	Tinker Tailor Soldier Spy	yes	sailor soldier tinker spy	If someone searched for '...', would they want to read this article?
5931f1d6ead88829	2017-08-09T01:11:22Z	Item 47	timeout	10 items or fewer	If you searched for '...', would this article be relevant?
ccf3ab765a10d8a9	2017-08-09T01:11:42Z	Flower	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
8dffb69955a2753f	2017-08-09T01:13:17Z	V (comics)	yes	who is v for vendetta?	If someone searched for '...', would they want to read this article?
f76f5e65bf97f518	2017-08-09T01:14:22Z	Tinker, Tailor	timeout	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
3312061eccc51f2d	2017-08-09T01:14:37Z	Genius (website)	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
