session_id	ts	article	choice	query	question
8e251eb6e8dc4ce4	2017-08-17T13:26:40Z	Fewer vs. less	timeout	10 items or fewer	If you searched for '...', would this article be relevant?
a464d911512c13ff	2017-08-17T13:26:53Z	Flowers in the Attic	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
b136a3a61c6d0cab	2017-08-17T13:27:20Z	Search engine marketing	unsure	search engine	If someone searched for '...', would they want to read this article?
7976d6a35213752c	2017-08-17T13:27:29Z	The Stars and Stripes Forever	unsure	star and stripes	If someone searched for '...', would they want to read this article?
a47350cd27c43fc4	2017-08-17T13:28:40Z	V for Vendetta (film)	unsure	who is v for vendetta?	If someone searched for '...', would they want to read this article?
0af3a6a4b4f31b99	2017-08-17T13:29:45Z	Flower	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
29f1d15a4db6dbcd	2017-08-17T13:32:15Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	Would you click on this page when searching for '...'?
deab8e1053a67c3a	2017-08-17T13:32:35Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
edd7ae30b5f43f5a	2017-08-17T13:32:56Z	Search engine marketing	timeout	search engine	If someone searched for '...', would they want to read this article?
da9f56d96e4d008d	2017-08-17T13:33:08Z	V for Vendetta	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
bf10b039c01bd7d9	2017-08-17T13:34:23Z	IQ classification	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
aa181ce1f0a3085a	2017-08-17T13:36:06Z	Super Why!	timeout	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
2df6595a623dd736	2017-08-17T13:36:33Z	Fewer vs. less	timeout	10 items or fewer	If you searched for '...', would this article be a good result?
6bc7dc8e993fb6e3	2017-08-17T13:37:54Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If someone searched for '...', would they want to read this article?
97db1ce6b9d7c87c	2017-08-17T13:38:11Z	The Sweet (album)	timeout	block buster	If you searched for '...', would this article be relevant?
3eb2895c5de90895	2017-08-17T13:38:32Z	IQ classification	unsure	what is a genius iq?	If you searched for '...', would this article be relevant?
304aedfd4d95f4a4	2017-08-17T13:38:45Z	V (comics)	no	who is v for vendetta?	Would you click on this page when searching for '...'?
8bf40d1453535405	2017-08-17T13:41:15Z	Genius (website)	timeout	what is a genius iq?	If you searched for '...', would this article be a good result?
f260c72fa56e5a42	2017-08-17T13:44:50Z	Web search engine	timeout	search engine	Would you click on this page when searching for '...'?
a93db39f16c31eb8	2017-08-17T13:45:17Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
9eded81e34dcb936	2017-08-17T13:45:52Z	IQ classification	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
8a7f7514797e11ac	2017-08-17T13:45:54Z	High IQ society	timeout	what is a genius iq?	If you searched for '...', would this article be a good result?
6fd0c6bebafadb39	2017-08-17T13:46:38Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
f98ea0b47a373c08	2017-08-17T13:46:43Z	Fewer vs. less	timeout	10 items or fewer	Would you click on this page when searching for '...'?
2f0126cc57c78a80	2017-08-17T13:48:37Z	V for Vendetta (film)	timeout	who is v for vendetta?	If you searched for '...', would this article be relevant?
fa238b12cad47a28	2017-08-17T13:48:43Z	Flower	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
29fa668ee1ebe406	2017-08-17T13:51:38Z	V for Vendetta (film)	yes	who is v for vendetta?	If you searched for '...', would this article be a good result?
57d6787803f3f37b	2017-08-17T13:52:17Z	Search engine optimization	timeout	search engine	If you searched for '...', would this article be a good result?
64fad1e5e30aa742	2017-08-17T13:53:02Z	High IQ society	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
6d5b306fcd4d74a9	2017-08-17T13:54:09Z	Flower	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
71c73a97610ce6e7	2017-08-17T13:54:30Z	Super Why!	no	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
9ecb26015f05834f	2017-08-17T13:55:32Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
5d7ae7358d68965d	2017-08-17T13:57:45Z	V for Vendetta	unsure	who is v for vendetta?	If someone searched for '...', would they want to read this article?
dc0dfaa66da64887	2017-08-17T13:58:20Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If someone searched for '...', would they want to read this article?
9c0c1666963f7091	2017-08-17T14:00:04Z	Genius (website)	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
2ba15ed236b35a33	2017-08-17T14:00:09Z	Super Why!	timeout	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
cd4012526d2f1a8a	2017-08-17T14:01:04Z	Flowers in the Attic (1987 film)	unsure	how do flowers bloom?	If you searched for '...', would this article be a good result?
cd4012526d2f1a8a	2017-08-17T14:02:49Z	Flowers in the Attic	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
3851d4d852d68725	2017-08-17T14:05:51Z	Search engine optimization	timeout	search engine	If you searched for '...', would this article be relevant?
df520bdcd07c0531	2017-08-17T14:06:06Z	Stripes (film)	timeout	star and stripes	If someone searched for '...', would they want to read this article?
d4a379663ec04f40	2017-08-17T14:06:29Z	High IQ society	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
16b080f3812b3c76	2017-08-17T14:06:38Z	Web search engine	timeout	search engine	Would you click on this page when searching for '...'?
0a3413365b8995d4	2017-08-17T14:07:27Z	Private language argument	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
028f7eaf700b3f42	2017-08-17T14:07:30Z	V (comics)	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
3db0dcc21be01f71	2017-08-17T14:07:41Z	List of search engines	timeout	search engine	If you searched for '...', would this article be relevant?
0323a8f8fb655333	2017-08-17T14:08:48Z	Genius	yes	what is a genius iq?	If someone searched for '...', would they want to read this article?
382f410a2f950505	2017-08-17T14:08:51Z	IQ classification	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
e7793ab2fd0e0b85	2017-08-17T14:09:46Z	V for Vendetta	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
8767c1a6cd37e029	2017-08-17T14:13:03Z	Barney & Friends	timeout	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
cd803f81cc5cb278	2017-08-17T14:13:42Z	V for Vendetta	unsure	who is v for vendetta?	If someone searched for '...', would they want to read this article?
69667b0ea88d2966	2017-08-17T14:14:22Z	IQ classification	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
1d4caa8aa468fc2f	2017-08-17T14:15:22Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
918eee2ffbf43357	2017-08-17T14:16:12Z	Tinker Tailor Soldier Spy	yes	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
ad39bc5c648068fc	2017-08-17T14:17:25Z	Buster Keaton	no	block buster	If you searched for '...', would this article be relevant?
31c07b9aff423ed6	2017-08-17T14:17:29Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
c158be8a40471b06	2017-08-17T14:17:51Z	IQ classification	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
b8dd7b6e63fd987c	2017-08-17T14:18:37Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If someone searched for '...', would they want to read this article?
ca9b088669742fa7	2017-08-17T14:19:36Z	Search engine optimization	timeout	search engine	If you searched for '...', would this article be a good result?
349bf4d4df9d07e4	2017-08-17T14:20:04Z	List of search engines	timeout	search engine	Would you click on this page when searching for '...'?
ce873c0e9ef0c429	2017-08-17T14:23:04Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
771315d2c80839eb	2017-08-17T14:23:18Z	IQ classification	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
accf042f0abe0672	2017-08-17T14:23:39Z	Super Why!	no	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
6b1777a9666cb0a9	2017-08-17T14:25:19Z	Genius	no	what is a genius iq?	Would you click on this page when searching for '...'?
a52e4e3d7588dcb3	2017-08-17T14:25:22Z	V for Vendetta (film)	yes	who is v for vendetta?	If you searched for '...', would this article be a good result?
3bf00ae2288e1e05	2017-08-17T14:25:42Z	High IQ society	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
77bb5c86c129fd0a	2017-08-17T14:26:32Z	Item-item collaborative filtering	timeout	10 items or fewer	If you searched for '...', would this article be a good result?
788e5221bd928e89	2017-08-17T14:26:54Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
cd803f81cc5cb278	2017-08-17T14:28:27Z	V (comics)	unsure	who is v for vendetta?	Would you click on this page when searching for '...'?
aefbe563f123bf0e	2017-08-17T14:29:59Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
290dd8509af3ec48	2017-08-17T14:30:03Z	How Do You Sleep? (John Lennon song)	unsure	yesterday beetles	If you searched for '...', would this article be a good result?
3d1428667b63cbb7	2017-08-17T14:30:17Z	Stripes (film)	timeout	star and stripes	Would you click on this page when searching for '...'?
c63ad8d3ec7fdbb5	2017-08-17T14:30:30Z	V for Vendetta	yes	who is v for vendetta?	If someone searched for '...', would they want to read this article?
0c4c2172531fc880	2017-08-17T14:30:54Z	Barney & Friends	no	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
bcd1685c89e66572	2017-08-17T14:31:53Z	V for Vendetta (film)	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
6ba319e1838a8868	2017-08-17T14:32:12Z	Item-item collaborative filtering	timeout	10 items or fewer	If you searched for '...', would this article be relevant?
c63ad8d3ec7fdbb5	2017-08-17T14:32:57Z	V (comics)	yes	who is v for vendetta?	If someone searched for '...', would they want to read this article?
49b57ab8742f3298	2017-08-17T14:34:21Z	Item-item collaborative filtering	no	10 items or fewer	Would you click on this page when searching for '...'?
5eda4068890ef265	2017-08-17T14:35:00Z	Tinker Tailor Soldier Spy	unsure	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
ea682decbbbce2bb	2017-08-17T14:37:06Z	Goat	timeout	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
9a548db50ddef3a2	2017-08-17T14:37:50Z	Britain in Bloom	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
72b971cb5bd6ffc6	2017-08-17T14:38:54Z	Search engine optimization	timeout	search engine	If you searched for '...', would this article be a good result?
ee426bdfa78b437b	2017-08-17T14:38:57Z	Tinker, Tailor	timeout	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
e30cf08803ba29c2	2017-08-17T14:40:09Z	The White Stripes	unsure	star and stripes	If you searched for '...', would this article be a good result?
2f50a7c4b74da8fd	2017-08-17T14:40:42Z	Search engine optimization	timeout	search engine	If someone searched for '...', would they want to read this article?
1475fa54cd23b28c	2017-08-17T14:41:05Z	Goat	timeout	why is a baby goat a kid?	Would you click on this page when searching for '...'?
16012f21ff530d45	2017-08-17T14:42:06Z	V for Vendetta (film)	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
a2b0e5b75b125cfb	2017-08-17T14:44:53Z	Fewer vs. less	timeout	10 items or fewer	If you searched for '...', would this article be relevant?
9eae3c332de6870f	2017-08-17T14:45:08Z	Search engine marketing	timeout	search engine	If you searched for '...', would this article be relevant?
16c9c418ef3f3ddb	2017-08-17T14:45:33Z	Genius	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
006b425b8e8bb0bc	2017-08-17T14:49:24Z	How Do You Sleep? (John Lennon song)	unsure	yesterday beetles	If you searched for '...', would this article be a good result?
fa5f6d244f205c0b	2017-08-17T14:50:13Z	Diss (music)	timeout	yesterday beetles	Would you click on this page when searching for '...'?
fb841b86f495044d	2017-08-17T14:50:32Z	Tinker, Tailor	timeout	sailor soldier tinker spy	Would you click on this page when searching for '...'?
06ab2d450a1fe956	2017-08-17T14:52:32Z	V for Vendetta	timeout	who is v for vendetta?	If someone searched for '...', would they want to read this article?
b0fe625f692bb841	2017-08-17T14:53:26Z	The Stars and Stripes Forever	timeout	star and stripes	If you searched for '...', would this article be a good result?
89c5fd5b6245532f	2017-08-17T14:54:43Z	Web search engine	timeout	search engine	Would you click on this page when searching for '...'?
83c14680e125eb91	2017-08-17T14:56:05Z	The Stars and Stripes Forever	timeout	star and stripes	If you searched for '...', would this article be relevant?
5eda4068890ef265	2017-08-17T14:56:25Z	Tinker, Tailor	timeout	sailor soldier tinker spy	If someone searched for '...', would they want to read this article?
3f1c87f49fd7e209	2017-08-17T14:56:59Z	Web search engine	timeout	search engine	If someone searched for '...', would they want to read this article?
2ee1e9029326d8e0	2017-08-17T14:57:10Z	V for Vendetta (film)	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
4edb022492ba8193	2017-08-17T14:57:20Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	Would you click on this page when searching for '...'?
4e1b6f461c511d5d	2017-08-17T14:57:25Z	Search engine marketing	yes	search engine	If you searched for '...', would this article be a good result?
79af283eb9180e81	2017-08-17T14:58:35Z	V for Vendetta	yes	who is v for vendetta?	If you searched for '...', would this article be a good result?
4bb4c46ed13c294c	2017-08-17T14:58:53Z	Flower	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
f9c639251eadab21	2017-08-17T14:59:12Z	IQ classification	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
c4da1c8f9c9dda01	2017-08-17T14:59:20Z	Barney & Friends	timeout	why is a baby goat a kid?	Would you click on this page when searching for '...'?
5d022e3884251205	2017-08-17T15:01:32Z	The Stars and Stripes Forever	timeout	star and stripes	If you searched for '...', would this article be a good result?
c094b575c2565a37	2017-08-17T15:01:33Z	Tinker Tailor Soldier Spy	yes	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
bb232aafd6ca949d	2017-08-17T15:01:33Z	V for Vendetta (film)	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
93cb104e59e4a655	2017-08-17T15:02:40Z	V for Vendetta (film)	timeout	who is v for vendetta?	If you searched for '...', would this article be relevant?
d387d24a97959a0c	2017-08-17T15:04:41Z	Stripes (film)	timeout	star and stripes	If you searched for '...', would this article be a good result?
7fd8e5fad81541e3	2017-08-17T15:06:05Z	V (comics)	yes	who is v for vendetta?	Would you click on this page when searching for '...'?
7abe269ef6daaedb	2017-08-17T15:07:00Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If someone searched for '...', would they want to read this article?
450ed1c0f46d398b	2017-08-17T15:07:48Z	How Do You Sleep? (John Lennon song)	yes	yesterday beetles	If you searched for '...', would this article be a good result?
d96e9b01bfd33a8b	2017-08-17T15:09:35Z	Tinker, Tailor	timeout	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
5245756a7caacd91	2017-08-17T15:10:17Z	Flower	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
bb02df78e0d58c09	2017-08-17T15:14:13Z	Flowers in the Attic (1987 film)	no	how do flowers bloom?	Would you click on this page when searching for '...'?
1c1cdd7b1aaa8d19	2017-08-17T15:15:24Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If you searched for '...', would this article be a good result?
96095a51a44bf272	2017-08-17T15:16:19Z	Barney & Friends	timeout	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
292fce46aafbddd1	2017-08-17T15:17:33Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
c4533019860fe53b	2017-08-17T15:18:31Z	V for Vendetta	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
0794c5371c143a81	2017-08-17T15:19:28Z	The Collected Stories of Philip K. Dick	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
50993185be3da6e2	2017-08-17T15:24:03Z	Search engine marketing	timeout	search engine	If someone searched for '...', would they want to read this article?
637effc3237df9b7	2017-08-17T15:24:17Z	Genius (website)	yes	what is a genius iq?	If you searched for '...', would this article be relevant?
0794c5371c143a81	2017-08-17T15:26:00Z	The Collected Stories of Philip K. Dick	timeout	yesterday beetles	If someone searched for '...', would they want to read this article?
9c9a6c90e1b3c983	2017-08-17T15:26:50Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
dff0460ddc62a194	2017-08-17T15:28:59Z	Flowers in the Attic	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
e59d99e2730a0691	2017-08-17T15:29:02Z	The Stars and Stripes Forever	timeout	star and stripes	If you searched for '...', would this article be relevant?
342a26bff371c0d4	2017-08-17T15:29:57Z	IQ classification	yes	what is a genius iq?	If you searched for '...', would this article be a good result?
0c01048c758edb42	2017-08-17T15:30:06Z	Stripes (film)	timeout	star and stripes	If someone searched for '...', would they want to read this article?
061e1a878b144e00	2017-08-17T15:30:45Z	Flowers in the Attic (1987 film)	unsure	how do flowers bloom?	If someone searched for '...', would they want to read this article?
13342f36efe655f4	2017-08-17T15:30:58Z	Web search engine	timeout	search engine	If someone searched for '...', would they want to read this article?
eba7f2bdb48908f6	2017-08-17T15:32:09Z	IQ classification	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
43ab43a0a40dae51	2017-08-17T15:33:54Z	Genius (website)	yes	what is a genius iq?	If you searched for '...', would this article be a good result?
a3ea842590aa36f4	2017-08-17T15:35:26Z	IQ classification	unsure	what is a genius iq?	If you searched for '...', would this article be a good result?
437feca50fb8fa92	2017-08-17T15:35:54Z	V (comics)	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
1a4bba83deb6b701	2017-08-17T15:36:01Z	The Stars and Stripes Forever	yes	star and stripes	If you searched for '...', would this article be a good result?
76fe37e2e0429146	2017-08-17T15:41:13Z	High IQ society	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
c554f1167681cf6f	2017-08-17T15:42:35Z	Flowers in the Attic	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
2f37c92f85db92a9	2017-08-17T15:43:10Z	V (comics)	timeout	who is v for vendetta?	If you searched for '...', would this article be relevant?
b15b46cb6ed9fa37	2017-08-17T15:43:36Z	The Kids from Room 402	timeout	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
8df3581852243d8c	2017-08-17T15:43:44Z	IQ classification	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
008c8ad2ad7a111a	2017-08-17T15:44:39Z	The Stars and Stripes Forever	timeout	star and stripes	If someone searched for '...', would they want to read this article?
381ed22eccd0d7d0	2017-08-17T15:45:40Z	Fewer vs. less	timeout	10 items or fewer	Would you click on this page when searching for '...'?
b0222f3314a409b7	2017-08-17T15:46:07Z	The Stars and Stripes Forever	yes	star and stripes	If you searched for '...', would this article be relevant?
842d508bb769fad1	2017-08-17T15:49:39Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
f52afbfb9d883981	2017-08-17T15:50:56Z	Web search engine	yes	search engine	If you searched for '...', would this article be a good result?
32772a026084d136	2017-08-17T15:52:05Z	V for Vendetta (film)	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
b0fe09a1fa01a045	2017-08-17T15:53:05Z	Buster Keaton	timeout	block buster	If someone searched for '...', would they want to read this article?
8292d271422bf043	2017-08-17T15:54:03Z	Flowers in the Attic (1987 film)	no	how do flowers bloom?	If you searched for '...', would this article be relevant?
0794c5371c143a81	2017-08-17T15:54:44Z	The Collected Stories of Philip K. Dick	no	yesterday beetles	If you searched for '...', would this article be a good result?
261f91b162b7fd36	2017-08-17T15:57:54Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
a0729dcb15feea38	2017-08-17T15:59:07Z	Ian Bannen	timeout	sailor soldier tinker spy	Would you click on this page when searching for '...'?
05dfb9c830021f07	2017-08-17T16:01:56Z	V for Vendetta	timeout	who is v for vendetta?	If you searched for '...', would this article be relevant?
842d508bb769fad1	2017-08-17T16:02:21Z	Tinker, Tailor	timeout	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
d7a739bc3974cc65	2017-08-17T16:02:59Z	Stripes (film)	no	star and stripes	Would you click on this page when searching for '...'?
f9070d6e363a61b6	2017-08-17T16:03:54Z	List of V for Vendetta characters	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
318580f71d96e2f4	2017-08-17T16:04:57Z	Fewer vs. less	timeout	10 items or fewer	Would you click on this page when searching for '...'?
fcf86dc760fa9a92	2017-08-17T16:08:13Z	Flowers in the Attic	no	how do flowers bloom?	If you searched for '...', would this article be relevant?
d5b4c2e137311e57	2017-08-17T16:08:16Z	Stripes (film)	no	star and stripes	If someone searched for '...', would they want to read this article?
1b33a3ac1ca2e53c	2017-08-17T16:09:19Z	IQ classification	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
4ded84b7613da42b	2017-08-17T16:10:47Z	Tinker, Tailor	timeout	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
1d0403b7d32699fb	2017-08-17T16:10:51Z	Super Why!	unsure	why is a baby goat a kid?	Would you click on this page when searching for '...'?
9c9a6c90e1b3c983	2017-08-17T16:11:06Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	Would you click on this page when searching for '...'?
d60ac2fb67b74e30	2017-08-17T16:12:01Z	Private language argument	timeout	yesterday beetles	If you searched for '...', would this article be a good result?
015d3cb934fb2915	2017-08-17T16:12:19Z	Web search engine	timeout	search engine	If you searched for '...', would this article be relevant?
f4ff205109fc9da6	2017-08-17T16:12:21Z	High IQ society	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
03744845706cd2b5	2017-08-17T16:12:39Z	Genius (website)	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
e3d150900c0b6620	2017-08-17T16:13:12Z	Search engine optimization	timeout	search engine	If someone searched for '...', would they want to read this article?
91e721bd16948532	2017-08-17T16:14:15Z	Web search engine	timeout	search engine	If you searched for '...', would this article be a good result?
80c24c7e901f5059	2017-08-17T16:14:24Z	IQ classification	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
74563955d612a134	2017-08-17T16:15:10Z	The White Stripes	timeout	star and stripes	If you searched for '...', would this article be a good result?
a4ee258e59c1241a	2017-08-17T16:15:21Z	Buster Keaton	timeout	block buster	If someone searched for '...', would they want to read this article?
61f93ce5e0b4cb62	2017-08-17T16:15:35Z	The Stars and Stripes Forever	timeout	star and stripes	Would you click on this page when searching for '...'?
fe24050be1f0c0f8	2017-08-17T16:15:45Z	The Stars and Stripes Forever	timeout	star and stripes	If you searched for '...', would this article be a good result?
efc9f033e0be3060	2017-08-17T16:16:03Z	Diss (music)	yes	yesterday beetles	If you searched for '...', would this article be a good result?
03744845706cd2b5	2017-08-17T16:16:08Z	Genius (website)	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
a9c639a34ff8dad7	2017-08-17T16:16:52Z	V for Vendetta (film)	no	who is v for vendetta?	If you searched for '...', would this article be relevant?
7c87d36bfabb555f	2017-08-17T16:18:39Z	Diss (music)	unsure	yesterday beetles	Would you click on this page when searching for '...'?
d60ac2fb67b74e30	2017-08-17T16:20:12Z	Private language argument	timeout	yesterday beetles	Would you click on this page when searching for '...'?
dfb6cf6b6dc81c04	2017-08-17T16:20:43Z	Super Why!	no	why is a baby goat a kid?	Would you click on this page when searching for '...'?
24fb8bd68b549293	2017-08-17T16:21:20Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If someone searched for '...', would they want to read this article?
626750fcd815e49b	2017-08-17T16:21:36Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
b9ab211b46465c98	2017-08-17T16:21:48Z	V (comics)	timeout	who is v for vendetta?	If you searched for '...', would this article be relevant?
19f8be82c6c8ccd7	2017-08-17T16:22:14Z	Stripes (film)	no	star and stripes	If you searched for '...', would this article be relevant?
4a634f696d9b0428	2017-08-17T16:22:48Z	Stripes (film)	timeout	star and stripes	If you searched for '...', would this article be relevant?
7af36a6982529331	2017-08-17T16:23:06Z	Flowers in the Attic	no	how do flowers bloom?	If someone searched for '...', would they want to read this article?
b66c5816acca7869	2017-08-17T16:27:24Z	Private language argument	no	yesterday beetles	If you searched for '...', would this article be relevant?
cb3bea25de0dd15b	2017-08-17T16:28:13Z	The White Stripes	timeout	star and stripes	If you searched for '...', would this article be a good result?
3077cab5a3489e4a	2017-08-17T16:31:00Z	V for Vendetta (film)	timeout	who is v for vendetta?	If you searched for '...', would this article be relevant?
37b0a0750e0336bd	2017-08-17T16:31:28Z	V (comics)	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
1a27da7f6886f6e1	2017-08-17T16:32:46Z	V for Vendetta	timeout	who is v for vendetta?	If you searched for '...', would this article be relevant?
7e1663a445181703	2017-08-17T16:33:13Z	High IQ society	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
d6b51020b1fffa0f	2017-08-17T16:35:30Z	The White Stripes	no	star and stripes	If you searched for '...', would this article be a good result?
f0fb3e7f3b5af95b	2017-08-17T16:37:04Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
eb7dd3a7d92c7c1f	2017-08-17T16:38:36Z	High IQ society	timeout	what is a genius iq?	If you searched for '...', would this article be a good result?
e17aa2cc557f7996	2017-08-17T16:38:45Z	IQ classification	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
2b705dcd4dca89b9	2017-08-17T16:40:10Z	High IQ society	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
588dd449806dad8c	2017-08-17T16:41:31Z	Super Why!	no	why is a baby goat a kid?	Would you click on this page when searching for '...'?
0cb128d384ea36f4	2017-08-17T16:41:39Z	Genius (website)	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
28596be2886358ba	2017-08-17T16:41:50Z	Ian Bannen	unsure	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
cfd2a359013b5d71	2017-08-17T16:44:49Z	Barney & Friends	timeout	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
6808507bce3f2a78	2017-08-17T16:45:54Z	Buster Keaton	timeout	block buster	If you searched for '...', would this article be a good result?
f1443fd709ef5200	2017-08-17T16:46:31Z	List of V for Vendetta characters	unsure	who is v for vendetta?	If you searched for '...', would this article be relevant?
7ffa2510131f2e9a	2017-08-17T16:47:22Z	Stripes (film)	timeout	star and stripes	If you searched for '...', would this article be a good result?
d6cb5ed533a40d2c	2017-08-17T16:49:54Z	Fewer vs. less	yes	10 items or fewer	If someone searched for '...', would they want to read this article?
68a684a21b7bbfe4	2017-08-17T16:50:39Z	Flower	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
54de10f021ea80c3	2017-08-17T16:53:23Z	Search engine optimization	timeout	search engine	If you searched for '...', would this article be relevant?
ee7eda5ee9ebe7b4	2017-08-17T16:54:11Z	Barney & Friends	timeout	why is a baby goat a kid?	Would you click on this page when searching for '...'?
efa7681a3ca29a5c	2017-08-17T16:54:59Z	Search engine optimization	timeout	search engine	If someone searched for '...', would they want to read this article?
ffa753d212b33a7a	2017-08-17T16:55:13Z	Search engine marketing	timeout	search engine	If you searched for '...', would this article be relevant?
2b85f8fc7e0b3402	2017-08-17T16:55:41Z	IQ classification	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
3f8f78c9c5745bc9	2017-08-17T16:55:53Z	The White Stripes	timeout	star and stripes	If you searched for '...', would this article be relevant?
08c5f99e7fa009f6	2017-08-17T16:56:16Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
